,Team,Date,Rank
111,Eastern Michigan,20070801,112
112,Buffalo,20070801,113
113,Tulane,20070801,114
114,UAB,20070801,115
115,Temple,20070801,116
116,Idaho,20070801,117
117,North Texas,20070801,118
118,WKU,20070801,119
119,Florida International,20070801,120
120,USC,20070903,1
121,Appalachian State,20070903,2
122,N Dakota State,20070903,3
123,Florida,20070903,4
124,Ohio State,20070903,5
125,Montana,20070903,6
126,Massachusetts,20070903,7
127,LSU,20070903,8
128,Michigan,20070903,9
129,James Madison,20070903,10
130,Youngstown State,20070903,11
131,Louisville,20070903,12
132,Oklahoma,20070903,13
133,UCentral Davis,20070903,14
134,Northern Iowa,20070903,15
135,Virginia Tech,20070903,16
136,Texas,20070903,17
137,New Hampshire,20070903,18
138,Portland State,20070903,19
139,Auburn,20070903,20
140,Georgia,20070903,21
141,Cal Poly SLO,20070903,22
142,Illinois State,20070903,23
143,California,20070903,24
144,West Virginia,20070903,25
145,Southern Illinois,20070903,26
146,Maine,20070903,27
147,Tennessee,20070903,28
148,Wisconsin,20070903,29
149,Delaware,20070903,30
150,Northern Arizona,20070903,31
151,Arkansas,20070903,32
152,Boise State,20070903,33
153,Wofford,20070903,34
154,Montana State,20070903,35
155,Florida State,20070903,36
156,BYU,20070903,37
157,Furman,20070903,38
158,Villanova,20070903,39
159,Nebraska,20070903,40
160,Notre Dame,20070903,41
161,Eastern Washington,20070903,42
162,Northeastern,20070903,43
163,Clemson,20070903,44
164,Penn State,20070903,45
165,Richmond,20070903,46
166,Ga Southern,20070903,47
167,Boston College,20070903,48
168,Georgia Tech,20070903,49
169,Western Illinois,20070903,50
170,S Dakota State,20070903,51
171,Oregon State,20070903,52
172,South Carolina,20070903,53
173,Harvard,20070903,54
174,Hofstra,20070903,55
175,Miami (Florida),20070903,56
176,UCLA,20070903,57
177,Lehigh,20070903,58
178,William & Mary,20070903,59
179,Oregon,20070903,60
180,TCU,20070903,61
181,McNeese State,20070903,62
182,Penn,20070903,63
183,Alabama,20070903,64
184,Washington State,20070903,65
185,Weber State,20070903,66
186,San Diego,20070903,67
187,Utah,20070903,68
188,Iowa,20070903,69
189,Yale,20070903,70
190,Cent Arkansas,20070903,71
191,Arizona State,20070903,72
192,Texas Tech,20070903,73
193,SF Austin,20070903,74
194,Hampton,20070903,75
195,Wake Forest,20070903,76
196,Rutgers,20070903,77
197,Towson,20070903,78
198,Princeton,20070903,79
199,Minnesota,20070903,80
200,Texas A&M,20070903,81
201,Eastern Illinois,20070903,82
202,Idaho State,20070903,83
203,Missouri,20070903,84
204,Oklahoma State,20070903,85
205,Rhode Island,20070903,86
206,Jacksonville State,20070903,87
207,Maryland,20070903,88
208,Hawai'i,20070903,89
209,CSouthern Sacramento,20070903,90
210,Northwestern LA,20070903,91
211,Kansas State,20070903,92
212,Pittsburgh,20070903,93
213,Eastern Kentucky,20070903,94
214,Sam Houston State,20070903,95
215,Arizona,20070903,96
216,Purdue,20070903,97
217,Texas State,20070903,98
218,Citadel,20070903,99
219,Washington,20070903,100
220,Kentucky,20070903,101
221,Lafayette,20070903,102
222,Colgate,20070903,103
223,Southern Mississippi,20070903,104
224,Virginia,20070903,105
225,Missouri State,20070903,106
226,Brown,20070903,107
227,North Carolina State,20070903,108
228,Mississippi,20070903,109
229,Southern Utah,20070903,110
230,Coastal Car,20070903,111
231,Cincinnati,20070903,112
232,South Florida,20070903,113
233,S Carolina State,20070903,114
234,Northern Colorado,20070903,115
235,Navy,20070903,116
236,Michigan State,20070903,117
237,Nicholls State,20070903,118
238,Chattanooga,20070903,119
239,Kansas,20070903,120
240,Houston,20070908,1
241,Liberty,20070908,2
242,Elon,20070908,3
243,Vanderbilt,20070908,4
244,Nevada,20070908,5
245,Western Carolina,20070908,6
246,Holy Cross,20070908,7
247,Air Force,20070908,8
248,Colorado,20070908,9
249,Cornell,20070908,10
250,TNorthern Martin,20070908,11
251,Syracuse,20070908,12
252,Tulsa,20070908,13
253,Tennessee State,20070908,14
254,Dartmouth,20070908,15
255,Northwestern,20070908,16
256,Mississippi State,20070908,17
257,Florida A&M,20070908,18
258,Bucknell,20070908,19
259,Wyoming,20070908,20
260,Stanford,20070908,21
261,SEastern Louisiana,20070908,22
262,Drake,20070908,23
263,Northern Illinois,20070908,24
264,Fresno State,20070908,25
265,Presbyterian,20070908,26
266,Alabama A&M,20070908,27
267,New Mexico,20070908,28
268,Colorado State,20070908,29
269,Grambling,20070908,30
270,Monmouth NJ,20070908,31
271,North Carolina,20070908,32
272,Marshall,20070908,33
273,Tennessee Tech,20070908,34
274,Delaware State,20070908,35
275,East Carolina,20070908,36
276,Connecticut,20070908,37
277,Indiana State,20070908,38
278,Southern Univ,20070908,39
279,Western Michigan,20070908,40
280,Central Michigan,20070908,41
281,Gardner Webb,20070908,42
282,Columbia,20070908,43
283,San Jose State,20070908,44
284,Toledo,20070908,45
285,Bethune-Cookman,20070908,46
286,Samford,20070908,47
287,Miami (Ohio),20070908,48
288,Indiana,20070908,49
289,Albany NY,20070908,50
290,SE Missouri State,20070908,51
291,San Diego State,20070908,52
292,Memphis,20070908,53
293,Alabama State,20070908,54
294,Alcorn State,20070908,55
295,Rice,20070908,56
296,Illinois,20070908,57
297,Ark Pine Bluff,20070908,58
298,Fordham,20070908,59
299,Iowa State,20070908,60
300,UAB,20070908,61
301,Jackson State,20070908,62
302,Howard,20070908,63
303,Middle Tennessee,20070908,64
304,Troy,20070908,65
305,VMI,20070908,66
306,Charleston So,20070908,67
307,Ball State,20070908,68
308,Baylor,20070908,69
309,Morgan State,20070908,70
310,Murray State,20070908,71
311,SMU,20070908,72
312,Ohio,20070908,73
313,Stony Brook,20070908,74
314,Duquesne,20070908,75
315,UCF,20070908,76
316,Akron,20070908,77
317,Central Conn,20070908,78
318,Robert Morris,20070908,79
319,Bowling Green,20070908,80
320,UTEP,20070908,81
321,Dayton,20070908,82
322,W Salem State,20070908,83
323,Tulane,20070908,84
324,Louisiana-Monroe,20070908,85
325,Norfolk State,20070908,86
326,MS Valley State,20070908,87
327,UNLV,20070908,88
328,Duke,20070908,89
329,Georgetown,20070908,90
330,TX Southern,20070908,91
331,Louisiana-Lafayette,20070908,92
332,Kent State,20070908,93
333,Davidson,20070908,94
334,Morehead State,20070908,95
335,New Mexico State,20070908,96
336,Florida Atlantic,20070908,97
337,NCentral A&T,20070908,98
338,Jacksonville,20070908,99
339,North Texas,20070908,100
340,Louisiana Tech,20070908,101
341,Prairie View,20070908,102
342,Sacred Heart,20070908,103
343,Arkansas State,20070908,104
344,Army,20070908,105
345,Wagner,20070908,106
346,Marist,20070908,107
347,Idaho,20070908,108
348,WKU,20070908,109
349,Austin Peay,20070908,110
350,St Francis PA,20070908,111
351,Eastern Michigan,20070908,112
352,Temple,20070908,113
353,Iona,20070908,114
354,Valparaiso,20070908,115
355,Utah State,20070908,116
356,Florida International,20070908,117
357,Savannah State,20070908,118
358,Butler,20070908,119
359,Buffalo,20070908,120
360,La Salle,20070915,1
361,USC,20070915,2
362,LSU,20070915,3
363,West Virginia,20070915,4
364,Texas,20070915,5
365,Michigan,20070915,6
366,Florida,20070915,7
367,Wisconsin,20070915,8
368,Oklahoma,20070915,9
369,Virginia Tech,20070915,10
370,Louisville,20070915,11
371,Ohio State,20070915,12
372,California,20070915,13
373,Georgia,20070915,14
374,UCLA,20070915,15
375,Tennessee,20070915,16
376,Rutgers,20070915,17
377,Penn State,20070915,18
378,Auburn,20070915,19
379,Florida State,20070915,20
380,Nebraska,20070915,21
381,Arkansas,20070915,22
382,TCU,20070915,23
383,Hawai'i,20070915,24
384,Boise State,20070915,25
385,Texas A&M,20070915,26
386,Texas,20070915,27
387,James Madison,20070915,28
388,New Hampshire,20070915,29
389,USC,20070915,30
390,Ohio State,20070915,31
391,Harvard,20070915,32
392,Hofstra,20070915,33
393,Virginia Tech,20070915,34
394,Louisville,20070915,35
395,Princeton,20070915,36
396,Massachusetts,20070915,37
397,Georgia,20070915,38
398,Texas Tech,20070915,39
399,Brown,20070915,40
400,Penn,20070915,41
401,LSU,20070915,42
402,Penn State,20070915,43
403,Cornell,20070915,44
404,Lehigh,20070915,45
405,Florida,20070915,46
406,Auburn,20070915,47
407,Delaware,20070915,48
408,Lafayette,20070915,49
409,Alabama,20070915,50
410,Notre Dame,20070915,51
411,Yale,20070915,52
412,Richmond,20070915,53
413,Oklahoma,20070915,54
414,Iowa,20070915,55
415,Ga Southern,20070915,56
416,William & Mary,20070915,57
417,Michigan,20070915,58
418,West Virginia,20070915,59
419,Colgate,20070915,60
420,Illinois State,20070915,61
421,Oregon,20070915,62
422,Boston College,20070915,63
423,Holy Cross,20070915,64
424,Northern Iowa,20070915,65
425,Arizona State,20070915,66
426,Florida State,20070915,67
427,Furman,20070915,68
428,Appalachian State,20070915,69
429,Miami (Florida),20070915,70
430,TCU,20070915,71
431,Texas State,20070915,72
432,Maine,20070915,73
433,Wisconsin,20070915,74
434,Clemson,20070915,75
435,Villanova,20070915,76
436,Cal Poly SLO,20070915,77
437,Minnesota,20070915,78
438,Purdue,20070915,79
439,Southern Illinois,20070915,80
440,N Dakota State,20070915,81
441,Virginia,20070915,82
442,California,20070915,83
443,Rhode Island,20070915,84
444,Montana,20070915,85
445,Iowa State,20070915,86
446,North Carolina State,20070915,87
447,S Carolina State,20070915,88
448,Eastern Washington,20070915,89
449,Utah,20070915,90
450,Texas A&M,20070915,91
451,San Diego,20070915,92
452,Dartmouth,20070915,93
453,UCLA,20070915,94
454,Michigan State,20070915,95
455,Portland State,20070915,96
456,Northeastern,20070915,97
457,Nebraska,20070915,98
458,Pittsburgh,20070915,99
459,UCentral Davis,20070915,100
460,Duquesne,20070915,101
461,Arkansas,20070915,102
462,Tennessee,20070915,103
463,Dayton,20070915,104
464,Nicholls State,20070915,105
465,Fresno State,20070915,106
466,South Carolina,20070915,107
467,Youngstown State,20070915,108
468,Columbia,20070915,109
469,Colorado,20070915,110
470,Maryland,20070915,111
471,Coastal Car,20070915,112
472,Bucknell,20070915,113
473,Kansas,20070915,114
474,Vanderbilt,20070915,115
475,Hampton,20070915,116
476,Montana State,20070915,117
477,Boise State,20070915,118
478,Missouri,20070915,119
479,Wofford,20070915,120
480,Northwestern LA,20070922,1
481,Georgia Tech,20070922,2
482,Connecticut,20070922,3
483,Central Conn,20070922,4
484,S Dakota State,20070922,5
485,South Florida,20070922,6
486,Washington State,20070922,7
487,Jacksonville State,20070922,8
488,Fordham,20070922,9
489,BYU,20070922,10
490,Arizona,20070922,11
491,Towson,20070922,12
492,Western Carolina,20070922,13
493,Navy,20070922,14
494,Stanford,20070922,15
495,Eastern Kentucky,20070922,16
496,Eastern Illinois,20070922,17
497,Toledo,20070922,18
498,Rutgers,20070922,19
499,Albany NY,20070922,20
500,Alabama State,20070922,21
501,Kansas State,20070922,22
502,Baylor,20070922,23
503,Monmouth NJ,20070922,24
504,Grambling,20070922,25
505,San Diego State,20070922,26
506,Tulsa,20070922,27
507,Marist,20070922,28
508,SF Austin,20070922,29
509,Miami (Ohio),20070922,30
510,Northwestern,20070922,31
511,Bethune-Cookman,20070922,32
512,Missouri State,20070922,33
513,Oregon State,20070922,34
514,Southern Mississippi,20070922,35
515,Sam Houston State,20070922,36
516,Georgetown,20070922,37
517,Air Force,20070922,38
518,North Carolina,20070922,39
519,Idaho State,20070922,40
520,SEastern Louisiana,20070922,41
521,Wake Forest,20070922,42
522,New Mexico,20070922,43
523,Alabama A&M,20070922,44
524,Western Illinois,20070922,45
525,Northern Illinois,20070922,46
526,Colorado State,20070922,47
527,Drake,20070922,48
528,Stony Brook,20070922,49
529,Bowling Green,20070922,50
530,Washington,20070922,51
531,Delaware State,20070922,52
532,Robert Morris,20070922,53
533,Wyoming,20070922,54
534,Indiana,20070922,55
535,Citadel,20070922,56
536,Sacred Heart,20070922,57
537,Memphis,20070922,58
538,Houston,20070922,59
539,Weber State,20070922,60
540,Wagner,20070922,61
541,Kentucky,20070922,62
542,Syracuse,20070922,63
543,Northern Colorado,20070922,64
544,McNeese State,20070922,65
545,Louisiana Tech,20070922,66
546,UAB,20070922,67
547,Northern Arizona,20070922,68
548,VMI,20070922,69
549,Oklahoma State,20070922,70
550,Army,20070922,71
551,Southern Univ,20070922,72
552,Gardner Webb,20070922,73
553,Hawai'i,20070922,74
554,UTEP,20070922,75
555,Florida A&M,20070922,76
556,Chattanooga,20070922,77
557,Mississippi,20070922,78
558,Central Michigan,20070922,79
559,Morehead State,20070922,80
560,Charleston So,20070922,81
561,Nevada,20070922,82
562,Mississippi State,20070922,83
563,St Francis PA,20070922,84
564,CSouthern Sacramento,20070922,85
565,Akron,20070922,86
566,Illinois,20070922,87
567,Elon,20070922,88
568,Howard,20070922,89
569,Marshall,20070922,90
570,Duke,20070922,91
571,SE Missouri State,20070922,92
572,MS Valley State,20070922,93
573,UCF,20070922,94
574,Cincinnati,20070922,95
575,Norfolk State,20070922,96
576,Indiana State,20070922,97
577,Western Michigan,20070922,98
578,East Carolina,20070922,99
579,Samford,20070922,100
580,NCentral A&T,20070922,101
581,SMU,20070922,102
582,Middle Tennessee,20070922,103
583,Alcorn State,20070922,104
584,Ark Pine Bluff,20070922,105
585,Troy,20070922,106
586,Louisiana-Lafayette,20070922,107
587,Morgan State,20070922,108
588,TNorthern Martin,20070922,109
589,Tulane,20070922,110
590,Arkansas State,20070922,111
591,La Salle,20070922,112
592,Tennessee Tech,20070922,113
593,Rice,20070922,114
594,WKU,20070922,115
595,Davidson,20070922,116
596,Southern Utah,20070922,117
597,UNLV,20070922,118
598,Florida International,20070922,119
599,Tennessee State,20070922,120
600,Iona,20070929,1
601,San Jose State,20070929,2
602,Utah State,20070929,3
603,Jacksonville,20070929,4
604,Murray State,20070929,5
605,Ohio,20070929,6
606,Ball State,20070929,7
607,Jackson State,20070929,8
608,Liberty,20070929,9
609,Kent State,20070929,10
610,Eastern Michigan,20070929,11
611,Prairie View,20070929,12
612,TX Southern,20070929,13
613,Louisiana-Monroe,20070929,14
614,New Mexico State,20070929,15
615,Savannah State,20070929,16
616,Valparaiso,20070929,17
617,Idaho,20070929,18
618,Florida Atlantic,20070929,19
619,Butler,20070929,20
620,Austin Peay,20070929,21
621,North Texas,20070929,22
622,Temple,20070929,23
623,Buffalo,20070929,24
624,USC,20070929,25
625,Ohio State,20070929,26
626,Florida,20070929,27
627,LSU,20070929,28
628,Texas,20070929,29
629,Michigan,20070929,30
630,Louisville,20070929,31
631,West Virginia,20070929,32
632,Virginia Tech,20070929,33
633,TCU,20070929,34
634,Penn State,20070929,35
635,California,20070929,36
636,Auburn,20070929,37
637,Oklahoma,20070929,38
638,Clemson,20070929,39
639,Boston College,20070929,40
640,Wisconsin,20070929,41
641,Georgia,20070929,42
642,Notre Dame,20070929,43
643,BYU,20070929,44
644,Boise State,20070929,45
645,Rutgers,20070929,46
646,Miami (Florida),20070929,47
647,Texas Tech,20070929,48
648,Arkansas,20070929,49
649,Nebraska,20070929,50
650,Tennessee,20070929,51
651,UCLA,20070929,52
652,Alabama,20070929,53
653,Oregon,20070929,54
654,Wake Forest,20070929,55
655,South Carolina,20070929,56
656,Georgia Tech,20070929,57
657,South Florida,20070929,58
658,Texas A&M,20070929,59
659,Minnesota,20070929,60
660,Florida State,20070929,61
661,Hawai'i,20070929,62
662,Arizona State,20070929,63
663,Missouri,20070929,64
664,Oregon State,20070929,65
665,Utah,20070929,66
666,Pittsburgh,20070929,67
667,Iowa,20070929,68
668,Washington State,20070929,69
669,Tulsa,20070929,70
670,Central Michigan,20070929,71
671,Navy,20070929,72
672,Southern Mississippi,20070929,73
673,Nevada,20070929,74
674,Houston,20070929,75
675,Western Michigan,20070929,76
676,Kansas,20070929,77
677,Maryland,20070929,78
678,Northern Illinois,20070929,79
679,Virginia,20070929,80
680,Cincinnati,20070929,81
681,Purdue,20070929,82
682,Oklahoma State,20070929,83
683,Wyoming,20070929,84
684,Colorado,20070929,85
685,San Jose State,20070929,86
686,East Carolina,20070929,87
687,Arizona,20070929,88
688,Kentucky,20070929,89
689,SMU,20070929,90
690,Kansas State,20070929,91
691,Michigan State,20070929,92
692,New Mexico,20070929,93
693,Toledo,20070929,94
694,Middle Tennessee,20070929,95
695,North Carolina State,20070929,96
696,Connecticut,20070929,97
697,Vanderbilt,20070929,98
698,Air Force,20070929,99
699,Fresno State,20070929,100
700,Iowa State,20070929,101
701,Akron,20070929,102
702,Ohio,20070929,103
703,Northwestern,20070929,104
704,UTEP,20070929,105
705,Washington,20070929,106
706,UAB,20070929,107
707,Troy,20070929,108
708,Louisiana-Monroe,20070929,109
709,Bowling Green,20070929,110
710,Colorado State,20070929,111
711,Miami (Ohio),20070929,112
712,Baylor,20070929,113
713,UCF,20070929,114
714,Marshall,20070929,115
715,Ball State,20070929,116
716,Memphis,20070929,117
717,Kent State,20070929,118
718,Syracuse,20070929,119
719,Arkansas State,20070929,120
720,Louisiana-Lafayette,20071007,1
721,Mississippi,20071007,2
722,Mississippi State,20071007,3
723,San Diego State,20071007,4
724,North Carolina,20071007,5
725,Indiana,20071007,6
726,Rice,20071007,7
727,Florida Atlantic,20071007,8
728,Army,20071007,9
729,Illinois,20071007,10
730,Louisiana Tech,20071007,11
731,Eastern Michigan,20071007,12
732,Stanford,20071007,13
733,Tulane,20071007,14
734,New Mexico State,20071007,15
735,Idaho,20071007,16
736,Florida International,20071007,17
737,UNLV,20071007,18
738,North Texas,20071007,19
739,Buffalo,20071007,20
740,Utah State,20071007,21
741,Duke,20071007,22
742,Temple,20071007,23
743,Florida,20071007,24
744,Ohio State,20071007,25
745,Louisville,20071007,26
746,Boise State,20071007,27
747,Wisconsin,20071007,28
748,USC,20071007,29
749,Michigan,20071007,30
750,LSU,20071007,31
751,West Virginia,20071007,32
752,Notre Dame,20071007,33
753,Auburn,20071007,34
754,Oklahoma,20071007,35
755,Rutgers,20071007,36
756,Wake Forest,20071007,37
757,Georgia,20071007,38
758,Virginia Tech,20071007,39
759,California,20071007,40
760,Penn State,20071007,41
761,BYU,20071007,42
762,TCU,20071007,43
763,Texas,20071007,44
764,Arkansas,20071007,45
765,Oregon State,20071007,46
766,Tennessee,20071007,47
767,Maryland,20071007,48
768,South Florida,20071007,49
769,Boston College,20071007,50
770,Hawai'i,20071007,51
771,Texas A&M,20071007,52
772,South Carolina,20071007,53
773,Georgia Tech,20071007,54
774,Florida State,20071007,55
775,Texas Tech,20071007,56
776,Nebraska,20071007,57
777,UCLA,20071007,58
778,Arizona State,20071007,59
779,Houston,20071007,60
780,Purdue,20071007,61
781,Miami (Florida),20071007,62
782,Navy,20071007,63
783,Kentucky,20071007,64
784,Arizona,20071007,65
785,Cincinnati,20071007,66
786,Oklahoma State,20071007,67
787,Clemson,20071007,68
788,Central Michigan,20071007,69
789,Missouri,20071007,70
790,Oregon,20071007,71
791,Virginia,20071007,72
792,Southern Mississippi,20071007,73
793,Utah,20071007,74
794,Nevada,20071007,75
795,Minnesota,20071007,76
796,Washington,20071007,77
797,Kansas,20071007,78
798,San Jose State,20071007,79
799,Washington State,20071007,80
800,Kansas State,20071007,81
801,Western Michigan,20071007,82
802,Iowa,20071007,83
803,Alabama,20071007,84
804,Northwestern,20071007,85
805,Pittsburgh,20071007,86
806,Northern Illinois,20071007,87
807,Ohio,20071007,88
808,New Mexico,20071007,89
809,Syracuse,20071007,90
810,East Carolina,20071007,91
811,Iowa State,20071007,92
812,Troy,20071007,93
813,North Carolina,20071007,94
814,Connecticut,20071007,95
815,Rice,20071007,96
816,Tulsa,20071007,97
817,Baylor,20071007,98
818,Indiana,20071007,99
819,Wyoming,20071007,100
820,Colorado,20071007,101
821,SMU,20071007,102
822,Vanderbilt,20071007,103
823,Michigan State,20071007,104
824,North Carolina State,20071007,105
825,Mississippi,20071007,106
826,Fresno State,20071007,107
827,Stanford,20071007,108
828,Ball State,20071007,109
829,Middle Tennessee,20071007,110
830,Kent State,20071007,111
831,Akron,20071007,112
832,Air Force,20071007,113
833,Toledo,20071007,114
834,San Diego State,20071007,115
835,Colorado State,20071007,116
836,Marshall,20071007,117
837,New Mexico State,20071007,118
838,Mississippi State,20071007,119
839,Louisiana Tech,20071007,120
840,Arkansas State,20071014,1
841,UTEP,20071014,2
842,Bowling Green,20071014,3
843,Louisiana-Lafayette,20071014,4
844,Tulane,20071014,5
845,UCF,20071014,6
846,Illinois,20071014,7
847,Idaho,20071014,8
848,UNLV,20071014,9
849,Miami (Ohio),20071014,10
850,UAB,20071014,11
851,Memphis,20071014,12
852,Florida Atlantic,20071014,13
853,Louisiana-Monroe,20071014,14
854,Army,20071014,15
855,North Texas,20071014,16
856,Eastern Michigan,20071014,17
857,Utah State,20071014,18
858,Buffalo,20071014,19
859,Florida International,20071014,20
860,Temple,20071014,21
861,Duke,20071014,22
862,Florida,20071014,23
863,Appalachian State,20071014,24
864,N Dakota State,20071014,25
865,Louisville,20071014,26
866,Ohio State,20071014,27
867,Massachusetts,20071014,28
868,Montana,20071014,29
869,USC,20071014,30
870,LSU,20071014,31
871,Youngstown State,20071014,32
872,Portland State,20071014,33
873,Michigan,20071014,34
874,Boise State,20071014,35
875,New Hampshire,20071014,36
876,Illinois State,20071014,37
877,Auburn,20071014,38
878,West Virginia,20071014,39
879,James Madison,20071014,40
880,Princeton,20071014,41
881,California,20071014,42
882,Rutgers,20071014,43
883,Wofford,20071014,44
884,Southern Illinois,20071014,45
885,Wisconsin,20071014,46
886,BYU,20071014,47
887,Yale,20071014,48
888,Cal Poly SLO,20071014,49
889,Oklahoma,20071014,50
890,Tennessee,20071014,51
891,Maine,20071014,52
892,UCentral Davis,20071014,53
893,Notre Dame,20071014,54
894,Texas,20071014,55
895,Hampton,20071014,56
896,Furman,20071014,57
897,Arkansas,20071014,58
898,Virginia Tech,20071014,59
899,Coastal Car,20071014,60
900,Eastern Illinois,20071014,61
901,Boston College,20071014,62
902,Wake Forest,20071014,63
903,Harvard,20071014,64
904,Northern Iowa,20071014,65
905,Oregon State,20071014,66
906,Hawai'i,20071014,67
907,Northern Arizona,20071014,68
908,Montana State,20071014,69
909,TCU,20071014,70
910,Georgia,20071014,71
911,TNorthern Martin,20071014,72
912,Towson,20071014,73
913,Penn State,20071014,74
914,South Carolina,20071014,75
915,Villanova,20071014,76
916,Northeastern,20071014,77
917,Clemson,20071014,78
918,Nebraska,20071014,79
919,McNeese State,20071014,80
920,Richmond,20071014,81
921,UCLA,20071014,82
922,Texas A&M,20071014,83
923,S Carolina State,20071014,84
924,Jacksonville State,20071014,85
925,South Florida,20071014,86
926,Kentucky,20071014,87
927,Citadel,20071014,88
928,San Diego,20071014,89
929,Cincinnati,20071014,90
930,Georgia Tech,20071014,91
931,Eastern Kentucky,20071014,92
932,Sam Houston State,20071014,93
933,Maryland,20071014,94
934,Oregon,20071014,95
935,Delaware State,20071014,96
936,Lehigh,20071014,97
937,Houston,20071014,98
938,Central Michigan,20071014,99
939,Monmouth NJ,20071014,100
940,Florida A&M,20071014,101
941,Florida State,20071014,102
942,Washington State,20071014,103
943,Penn,20071014,104
944,Alabama A&M,20071014,105
945,Missouri,20071014,106
946,Texas Tech,20071014,107
947,Tennessee State,20071014,108
948,Cent Arkansas,20071014,109
949,Arizona,20071014,110
950,Arizona State,20071014,111
951,S Dakota State,20071014,112
952,CSouthern Sacramento,20071014,113
953,Navy,20071014,114
954,Southern Mississippi,20071014,115
955,SF Austin,20071014,116
956,Western Illinois,20071014,117
957,Utah,20071014,118
958,Oklahoma State,20071014,119
959,Lafayette,20071014,120
960,Holy Cross,20071021,1
961,Pittsburgh,20071021,2
962,Washington,20071021,3
963,Liberty,20071021,4
964,Ark Pine Bluff,20071021,5
965,Alabama,20071021,6
966,Tulsa,20071021,7
967,Cornell,20071021,8
968,Delaware,20071021,9
969,Nevada,20071021,10
970,Miami (Florida),20071021,11
971,Eastern Washington,20071021,12
972,Northwestern LA,20071021,13
973,San Jose State,20071021,14
974,Minnesota,20071021,15
975,Weber State,20071021,16
976,Albany NY,20071021,17
977,Iowa,20071021,18
978,Kansas State,20071021,19
979,Charleston So,20071021,20
980,Elon,20071021,21
981,Purdue,20071021,22
982,Western Michigan,20071021,23
983,William & Mary,20071021,24
984,Rhode Island,20071021,25
985,East Carolina,20071021,26
986,Ohio,20071021,27
987,Gardner Webb,20071021,28
988,Central Conn,20071021,29
989,Rice,20071021,30
990,Wyoming,20071021,31
991,Ga Southern,20071021,32
992,Texas State,20071021,33
993,Kansas,20071021,34
994,Middle Tennessee,20071021,35
995,Howard,20071021,36
996,Alcorn State,20071021,37
997,Troy,20071021,38
998,Syracuse,20071021,39
999,Columbia,20071021,40
1000,Bucknell,20071021,41
1001,Virginia,20071021,42
