,Team,Date,Rank
145,Eastern Washington,20100906,26
146,Massachusetts,20100906,27
147,Mississippi,20100906,28
148,Nebraska,20100906,29
149,S Dakota State,20100906,30
150,Maine,20100906,31
151,Clemson,20100906,32
152,Miami (Florida),20100906,33
153,Furman,20100906,34
154,Northern Arizona,20100906,35
155,Pittsburgh,20100906,36
156,Cincinnati,20100906,37
157,Montana State,20100906,38
158,Penn,20100906,39
159,Texas Tech,20100906,40
160,Georgia,20100906,41
161,Jacksonville State,20100906,42
162,Liberty,20100906,43
163,North Carolina,20100906,44
164,USC,20100906,45
165,Samford,20100906,46
166,Wofford,20100906,47
167,Iowa,20100906,48
168,Tennessee,20100906,49
169,Ga Southern,20100906,50
170,UCentral Davis,20100906,51
171,Auburn,20100906,52
172,Florida State,20100906,53
173,Southern Utah,20100906,54
174,Chattanooga,20100906,55
175,Stanford,20100906,56
176,Utah,20100906,57
177,S Carolina State,20100906,58
178,Cal Poly SLO,20100906,59
179,Oregon State,20100906,60
180,BYU,20100906,61
181,Citadel,20100906,62
182,SF Austin,20100906,63
183,South Carolina,20100906,64
184,Connecticut,20100906,65
185,McNeese State,20100906,66
186,Lafayette,20100906,67
187,Mississippi State,20100906,68
188,West Virginia,20100906,69
189,Harvard,20100906,70
190,CSouthern Sacramento,20100906,71
191,Arizona,20100906,72
192,Kentucky,20100906,73
193,South Dakota,20100906,74
194,Holy Cross,20100906,75
195,Oklahoma State,20100906,76
196,Wake Forest,20100906,77
197,Texas State,20100906,78
198,North Dakota,20100906,79
199,Boston College,20100906,80
200,Wisconsin,20100906,81
201,Illinois State,20100906,82
202,Cent Arkansas,20100906,83
203,Air Force,20100906,84
204,California,20100906,85
205,Colgate,20100906,86
206,Stony Brook,20100906,87
207,Notre Dame,20100906,88
208,Rutgers,20100906,89
209,Youngstown State,20100906,90
210,N Dakota State,20100906,91
211,South Florida,20100906,92
212,Navy,20100906,93
213,Northern Colorado,20100906,94
214,Missouri State,20100906,95
215,Michigan State,20100906,96
216,UCLA,20100906,97
217,Western Carolina,20100906,98
218,Brown,20100906,99
219,Virginia,20100906,100
220,Missouri,20100906,101
221,Rhode Island,20100906,102
222,Eastern Illinois,20100906,103
223,Texas A&M,20100906,104
224,East Carolina,20100906,105
225,SEastern Louisiana,20100906,106
226,Towson,20100906,107
227,Washington,20100906,108
228,North Carolina State,20100906,109
229,Lehigh,20100906,110
230,Albany NY,20100906,111
231,Duke,20100906,112
232,Minnesota,20100906,113
233,Portland State,20100906,114
234,Charleston So,20100906,115
235,Purdue,20100906,116
236,Northwestern,20100906,117
237,Eastern Kentucky,20100906,118
238,Columbia,20100906,119
239,Kansas,20100906,120
240,Arizona State,20100911,1
241,Idaho State,20100911,2
242,Houston,20100911,3
243,Gardner Webb,20100911,4
244,Yale,20100911,5
245,Iowa State,20100911,6
246,Central Michigan,20100911,7
247,Coastal Car,20100911,8
248,Sam Houston State,20100911,9
249,Maryland,20100911,10
250,Baylor,20100911,11
251,Nicholls State,20100911,12
252,Vanderbilt,20100911,13
253,Fordham,20100911,14
254,Grambling,20100911,15
255,Michigan,20100911,16
256,Syracuse,20100911,17
257,Tennessee Tech,20100911,18
258,Kansas State,20100911,19
259,VMI,20100911,20
260,Western Illinois,20100911,21
261,Nevada,20100911,22
262,Troy,20100911,23
263,Prairie View,20100911,24
264,Princeton,20100911,25
265,Illinois,20100911,26
266,Fresno State,20100911,27
267,Florida A&M,20100911,28
268,Central Conn,20100911,29
269,Southern Mississippi,20100911,30
270,Colorado,20100911,31
271,TNorthern Martin,20100911,32
272,Norfolk State,20100911,33
273,UCF,20100911,34
274,Middle Tennessee,20100911,35
275,Northwestern LA,20100911,36
276,Louisiana Tech,20100911,37
277,Old Dominion,20100911,38
278,Louisville,20100911,39
279,Dartmouth,20100911,40
280,Monmouth NJ,20100911,41
281,Temple,20100911,42
282,Wyoming,20100911,43
283,Bryant,20100911,44
284,Austin Peay,20100911,45
285,SMU,20100911,46
286,Marshall,20100911,47
287,Robert Morris,20100911,48
288,Jacksonville,20100911,49
289,Indiana,20100911,50
290,UNLV,20100911,51
291,Dayton,20100911,52
292,Bowling Green,20100911,53
293,Cornell,20100911,54
294,Delaware State,20100911,55
295,Tulsa,20100911,56
296,Ohio,20100911,57
297,Tennessee State,20100911,58
298,SE Missouri State,20100911,59
299,UAB,20100911,60
300,Utah State,20100911,61
301,Morgan State,20100911,62
302,Colorado State,20100911,63
303,Drake,20100911,64
304,Hawai'i,20100911,65
305,Bucknell,20100911,66
306,Hampton,20100911,67
307,Buffalo,20100911,68
308,Northern Illinois,20100911,69
309,Alabama A&M,20100911,70
310,Presbyterian,20100911,71
311,San Diego State,20100911,72
312,Idaho,20100911,73
313,Southern Univ,20100911,74
314,Murray State,20100911,75
315,UTEP,20100911,76
316,Florida Atlantic,20100911,77
317,TX Southern,20100911,78
318,San Diego,20100911,79
319,Memphis,20100911,80
320,Louisiana-Monroe,20100911,81
321,Wagner,20100911,82
322,Marist,20100911,83
323,New Mexico,20100911,84
324,Western Michigan,20100911,85
325,Butler,20100911,86
326,Sacred Heart,20100911,87
327,Kent State,20100911,88
328,Arkansas State,20100911,89
329,Duquesne,20100911,90
330,Alcorn State,20100911,91
331,Louisiana-Lafayette,20100911,92
332,Toledo,20100911,93
333,NCentral A&T,20100911,94
334,Bethune-Cookman,20100911,95
335,Rice,20100911,96
336,Army,20100911,97
337,St Francis PA,20100911,98
338,Indiana State,20100911,99
339,Florida International,20100911,100
340,Ball State,20100911,101
341,Jackson State,20100911,102
342,NCentral Central,20100911,103
343,San Jose State,20100911,104
344,Washington State,20100911,105
345,Davidson,20100911,106
346,Ark Pine Bluff,20100911,107
347,Tulane,20100911,108
348,Akron,20100911,109
349,Georgetown,20100911,110
350,Howard,20100911,111
351,Miami (Ohio),20100911,112
352,North Texas,20100911,113
353,Morehead State,20100911,114
354,Alabama State,20100911,115
355,New Mexico State,20100911,116
356,WKU,20100911,117
357,Campbell,20100911,118
358,Georgia State,20100911,119
359,Eastern Michigan,20100911,120
360,MS Valley State,20100918,1
361,Lamar,20100918,2
362,Savannah State,20100918,3
363,Valparaiso,20100918,4
364,Alabama,20100918,5
365,Ohio State,20100918,6
366,Boise State,20100918,7
367,Florida,20100918,8
368,Texas,20100918,9
369,TCU,20100918,10
370,Oklahoma,20100918,11
371,Nebraska,20100918,12
372,Iowa,20100918,13
373,Virginia Tech,20100918,14
374,Oregon,20100918,15
375,Wisconsin,20100918,16
376,Miami (Florida),20100918,17
377,USC,20100918,18
378,Pittsburgh,20100918,19
379,Georgia Tech,20100918,20
380,Arkansas,20100918,21
381,North Carolina,20100918,22
382,Penn State,20100918,23
383,Florida State,20100918,24
384,LSU,20100918,25
385,Auburn,20100918,26
386,Georgia,20100918,27
387,Oregon State,20100918,28
388,West Virginia,20100918,29
389,Florida,20100918,30
390,Alabama,20100918,31
391,Texas,20100918,32
392,TCU,20100918,33
393,Oklahoma,20100918,34
394,Penn State,20100918,35
395,Ohio State,20100918,36
396,Virginia Tech,20100918,37
397,USC,20100918,38
398,Boise State,20100918,39
399,Oregon,20100918,40
400,Nebraska,20100918,41
401,BYU,20100918,42
402,Mississippi,20100918,43
403,Utah,20100918,44
404,Texas Tech,20100918,45
405,Cincinnati,20100918,46
406,Iowa,20100918,47
407,Pittsburgh,20100918,48
408,LSU,20100918,49
409,Georgia Tech,20100918,50
410,Oregon State,20100918,51
411,Air Force,20100918,52
412,Miami (Florida),20100918,53
413,West Virginia,20100918,54
414,Oklahoma State,20100918,55
415,Wisconsin,20100918,56
416,California,20100918,57
417,Clemson,20100918,58
418,Arizona,20100918,59
419,Rutgers,20100918,60
420,North Carolina,20100918,61
421,Navy,20100918,62
422,Tennessee,20100918,63
423,South Florida,20100918,64
424,Arkansas,20100918,65
425,Boston College,20100918,66
426,Georgia,20100918,67
427,Connecticut,20100918,68
428,Houston,20100918,69
429,Auburn,20100918,70
430,Central Michigan,20100918,71
431,Missouri,20100918,72
432,Florida State,20100918,73
433,Nevada,20100918,74
434,East Carolina,20100918,75
435,Notre Dame,20100918,76
436,Stanford,20100918,77
437,Northwestern,20100918,78
438,South Carolina,20100918,79
439,Southern Mississippi,20100918,80
440,Wake Forest,20100918,81
441,Kansas,20100918,82
442,Kentucky,20100918,83
443,Tulsa,20100918,84
444,Michigan State,20100918,85
445,Louisiana Tech,20100918,86
446,Middle Tennessee,20100918,87
447,Troy,20100918,88
448,Northern Illinois,20100918,89
449,Temple,20100918,90
450,Arizona State,20100918,91
451,North Carolina State,20100918,92
452,Purdue,20100918,93
453,Fresno State,20100918,94
454,UCF,20100918,95
455,Bowling Green,20100918,96
456,UCLA,20100918,97
457,Minnesota,20100918,98
458,Buffalo,20100918,99
459,Mississippi State,20100918,100
460,Kansas State,20100918,101
461,Texas A&M,20100918,102
462,Duke,20100918,103
463,Ohio,20100918,104
464,Illinois,20100918,105
465,Marshall,20100918,106
466,Arkansas State,20100918,107
467,UAB,20100918,108
468,Iowa State,20100918,109
469,Vanderbilt,20100918,110
470,Western Michigan,20100918,111
471,Baylor,20100918,112
472,Louisiana-Monroe,20100918,113
473,Michigan,20100918,114
474,Virginia,20100918,115
475,Louisiana-Lafayette,20100918,116
476,Florida Atlantic,20100918,117
477,Army,20100918,118
478,Kent State,20100918,119
479,Utah State,20100918,120
480,Hawai'i,20100925,1
481,SMU,20100925,2
482,Wyoming,20100925,3
483,Louisville,20100925,4
484,Colorado,20100925,5
485,Maryland,20100925,6
486,Washington,20100925,7
487,Ball State,20100925,8
488,Colorado State,20100925,9
489,UTEP,20100925,10
490,UNLV,20100925,11
491,Idaho,20100925,12
492,Syracuse,20100925,13
493,Toledo,20100925,14
494,Indiana,20100925,15
495,Memphis,20100925,16
496,Akron,20100925,17
497,San Diego State,20100925,18
498,Florida International,20100925,19
499,North Texas,20100925,20
500,Rice,20100925,21
501,San Jose State,20100925,22
502,New Mexico,20100925,23
503,New Mexico State,20100925,24
504,Eastern Michigan,20100925,25
505,Tulane,20100925,26
506,WKU,20100925,27
507,Miami (Ohio),20100925,28
508,Washington State,20100925,29
509,Alabama,20100925,30
510,Florida,20100925,31
511,Boise State,20100925,32
512,Texas,20100925,33
513,Cincinnati,20100925,34
514,TCU,20100925,35
515,Ohio State,20100925,36
516,Iowa,20100925,37
517,Penn State,20100925,38
518,Oregon,20100925,39
519,BYU,20100925,40
520,Utah,20100925,41
521,Georgia Tech,20100925,42
522,LSU,20100925,43
523,Mississippi,20100925,44
524,Central Michigan,20100925,45
525,Virginia Tech,20100925,46
526,Pittsburgh,20100925,47
527,Oregon State,20100925,48
528,Nebraska,20100925,49
529,Oklahoma State,20100925,50
530,Texas Tech,20100925,51
531,Oklahoma,20100925,52
532,USC,20100925,53
533,Wisconsin,20100925,54
534,Florida State,20100925,55
535,West Virginia,20100925,56
536,Miami (Florida),20100925,57
537,Stanford,20100925,58
538,Arizona,20100925,59
539,California,20100925,60
540,Georgia,20100925,61
541,Auburn,20100925,62
542,Boston College,20100925,63
543,Northwestern,20100925,64
544,North Carolina,20100925,65
545,Connecticut,20100925,66
546,Arkansas,20100925,67
547,Middle Tennessee,20100925,68
548,Troy,20100925,69
549,South Florida,20100925,70
550,Clemson,20100925,71
551,South Carolina,20100925,72
552,Air Force,20100925,73
553,Houston,20100925,74
554,Rutgers,20100925,75
555,Navy,20100925,76
556,Missouri,20100925,77
557,SMU,20100925,78
558,Nevada,20100925,79
559,UCLA,20100925,80
560,Tennessee,20100925,81
561,Temple,20100925,82
562,Kentucky,20100925,83
563,Mississippi State,20100925,84
564,Notre Dame,20100925,85
565,Iowa State,20100925,86
566,East Carolina,20100925,87
567,Kansas State,20100925,88
568,Michigan State,20100925,89
569,Wake Forest,20100925,90
570,Marshall,20100925,91
571,Ohio,20100925,92
572,Washington,20100925,93
573,Kansas,20100925,94
574,UCF,20100925,95
575,Wyoming,20100925,96
576,North Carolina State,20100925,97
577,Arizona State,20100925,98
578,Fresno State,20100925,99
579,Minnesota,20100925,100
580,Southern Mississippi,20100925,101
581,Michigan,20100925,102
582,Tulsa,20100925,103
583,Idaho,20100925,104
584,Texas A&M,20100925,105
585,Duke,20100925,106
586,Purdue,20100925,107
587,Northern Illinois,20100925,108
588,Virginia,20100925,109
589,Baylor,20100925,110
590,Indiana,20100925,111
591,Louisville,20100925,112
592,Illinois,20100925,113
593,Maryland,20100925,114
594,Hawai'i,20100925,115
595,Louisiana-Lafayette,20100925,116
596,Louisiana-Monroe,20100925,117
597,Bowling Green,20100925,118
598,UAB,20100925,119
599,Louisiana Tech,20100925,120
600,Colorado,20101002,1
601,UNLV,20101002,2
602,Vanderbilt,20101002,3
603,Rice,20101002,4
604,Syracuse,20101002,5
605,Florida Atlantic,20101002,6
606,Army,20101002,7
607,Toledo,20101002,8
608,Western Michigan,20101002,9
609,Utah State,20101002,10
610,San Diego State,20101002,11
611,UTEP,20101002,12
612,Memphis,20101002,13
613,Arkansas State,20101002,14
614,Washington State,20101002,15
615,Tulane,20101002,16
616,Florida International,20101002,17
617,San Jose State,20101002,18
618,Colorado State,20101002,19
619,North Texas,20101002,20
620,Buffalo,20101002,21
621,Kent State,20101002,22
622,Ball State,20101002,23
623,New Mexico,20101002,24
624,Akron,20101002,25
625,New Mexico State,20101002,26
626,Miami (Ohio),20101002,27
627,Eastern Michigan,20101002,28
628,WKU,20101002,29
629,Alabama,20101002,30
630,Villanova,20101002,31
631,William & Mary,20101002,32
632,Florida,20101002,33
633,Texas,20101002,34
634,Richmond,20101002,35
635,Montana,20101002,36
636,Boise State,20101002,37
637,TCU,20101002,38
638,Appalachian State,20101002,39
639,Southern Illinois,20101002,40
640,Ohio State,20101002,41
641,Cincinnati,20101002,42
642,Jacksonville State,20101002,43
643,Elon,20101002,44
644,Virginia Tech,20101002,45
645,Iowa,20101002,46
646,S Carolina State,20101002,47
647,New Hampshire,20101002,48
648,Oregon,20101002,49
649,Penn State,20101002,50
650,S Dakota State,20101002,51
651,Northern Iowa,20101002,52
652,Georgia Tech,20101002,53
653,BYU,20101002,54
654,Penn,20101002,55
655,Prairie View,20101002,56
656,Pittsburgh,20101002,57
657,LSU,20101002,58
658,Delaware,20101002,59
659,Weber State,20101002,60
660,Nebraska,20101002,61
661,Miami (Florida),20101002,62
662,James Madison,20101002,63
663,SF Austin,20101002,64
664,Wisconsin,20101002,65
665,USC,20101002,66
666,Liberty,20101002,67
667,Eastern Washington,20101002,68
668,Arkansas,20101002,69
669,Clemson,20101002,70
670,Holy Cross,20101002,71
671,Lafayette,20101002,72
672,Utah,20101002,73
673,Oklahoma,20101002,74
674,McNeese State,20101002,75
675,Florida A&M,20101002,76
676,Mississippi,20101002,77
677,Texas Tech,20101002,78
678,Furman,20101002,79
679,Northern Arizona,20101002,80
680,West Virginia,20101002,81
681,Oklahoma State,20101002,82
682,Colgate,20101002,83
683,Harvard,20101002,84
684,Central Michigan,20101002,85
685,Auburn,20101002,86
686,Texas State,20101002,87
687,Montana State,20101002,88
688,Georgia,20101002,89
689,Arizona,20101002,90
690,Eastern Illinois,20101002,91
691,Massachusetts,20101002,92
692,Stanford,20101002,93
693,North Carolina,20101002,94
694,UCentral Davis,20101002,95
695,Chattanooga,20101002,96
696,Oregon State,20101002,97
697,Connecticut,20101002,98
698,Youngstown State,20101002,99
699,Norfolk State,20101002,100
700,Missouri,20101002,101
701,Navy,20101002,102
702,Ga Southern,20101002,103
703,Maine,20101002,104
704,Tennessee,20101002,105
705,California,20101002,106
706,Central Conn,20101002,107
707,Missouri State,20101002,108
708,South Carolina,20101002,109
709,Houston,20101002,110
710,Brown,20101002,111
711,Samford,20101002,112
712,Rutgers,20101002,113
713,Florida State,20101002,114
714,Illinois State,20101002,115
715,Grambling,20101002,116
716,Air Force,20101002,117
717,East Carolina,20101002,118
718,Southern Utah,20101002,119
719,Dayton,20101002,120
720,Boston College,20101009,1
721,South Florida,20101009,2
722,Butler,20101009,3
723,Kentucky,20101009,4
724,Albany NY,20101009,5
725,Stony Brook,20101009,6
726,Nevada,20101009,7
727,Middle Tennessee,20101009,8
728,South Dakota,20101009,9
729,North Dakota,20101009,10
730,Troy,20101009,11
731,Notre Dame,20101009,12
732,Eastern Kentucky,20101009,13
733,Charleston So,20101009,14
734,Fresno State,20101009,15
735,UCLA,20101009,16
736,Cal Poly SLO,20101009,17
737,Citadel,20101009,18
738,Mississippi State,20101009,19
739,Temple,20101009,20
740,CSouthern Sacramento,20101009,21
741,Northwestern,20101009,22
742,Southern Univ,20101009,23
743,UCF,20101009,24
744,Wofford,20101009,25
745,Michigan State,20101009,26
746,Alabama A&M,20101009,27
747,Minnesota,20101009,28
748,Tennessee Tech,20101009,29
749,SEastern Louisiana,20101009,30
750,Washington,20101009,31
751,Texas A&M,20101009,32
752,Cent Arkansas,20101009,33
753,SMU,20101009,34
754,TX Southern,20101009,35
755,Ohio,20101009,36
756,Old Dominion,20101009,37
757,Jacksonville,20101009,38
758,Wake Forest,20101009,39
759,Iowa State,20101009,40
760,Lehigh,20101009,41
761,Drake,20101009,42
762,Marshall,20101009,43
763,Wyoming,20101009,44
764,Coastal Car,20101009,45
765,Idaho,20101009,46
766,Morgan State,20101009,47
767,Purdue,20101009,48
768,N Dakota State,20101009,49
769,Columbia,20101009,50
770,Bowling Green,20101009,51
771,Kansas State,20101009,52
772,Fordham,20101009,53
773,Southern Mississippi,20101009,54
774,Delaware State,20101009,55
775,Kansas,20101009,56
776,Gardner Webb,20101009,57
777,Yale,20101009,58
778,Michigan,20101009,59
779,Arizona State,20101009,60
780,Sam Houston State,20101009,61
781,North Carolina State,20101009,62
782,Hampton,20101009,63
783,Northern Illinois,20101009,64
784,Northern Colorado,20101009,65
785,Baylor,20101009,66
786,Alcorn State,20101009,67
787,Marist,20101009,68
788,Syracuse,20101009,69
789,Duke,20101009,70
790,Monmouth NJ,20101009,71
791,UNLV,20101009,72
792,TNorthern Martin,20101009,73
793,Louisiana Tech,20101009,74
794,NCentral A&T,20101009,75
795,Indiana,20101009,76
796,Princeton,20101009,77
797,Robert Morris,20101009,78
798,Louisville,20101009,79
799,Virginia,20101009,80
800,Nicholls State,20101009,81
801,UAB,20101009,82
802,Western Carolina,20101009,83
803,Hawai'i,20101009,84
804,Wagner,20101009,85
805,Tennessee State,20101009,86
806,Colorado,20101009,87
807,Illinois,20101009,88
808,Bryant,20101009,89
809,Louisiana-Monroe,20101009,90
810,Towson,20101009,91
811,Utah State,20101009,92
812,Ark Pine Bluff,20101009,93
813,Bethune-Cookman,20101009,94
814,Tulsa,20101009,95
815,Louisiana-Lafayette,20101009,96
816,Portland State,20101009,97
817,Rhode Island,20101009,98
818,Buffalo,20101009,99
819,San Diego State,20101009,100
820,Jackson State,20101009,101
821,Austin Peay,20101009,102
822,Florida Atlantic,20101009,103
823,Vanderbilt,20101009,104
824,Bucknell,20101009,105
825,VMI,20101009,106
826,Toledo,20101009,107
827,Colorado State,20101009,108
828,Dartmouth,20101009,109
829,Western Illinois,20101009,110
830,Kent State,20101009,111
831,Maryland,20101009,112
832,SE Missouri State,20101009,113
833,San Diego,20101009,114
834,Western Michigan,20101009,115
835,UTEP,20101009,116
836,Davidson,20101009,117
837,Cornell,20101009,118
838,Army,20101009,119
839,Arkansas State,20101009,120
840,Murray State,20101016,1
841,Idaho State,20101016,2
842,Florida International,20101016,3
843,Akron,20101016,4
844,NCentral Central,20101016,5
845,Alabama State,20101016,6
846,Memphis,20101016,7
847,San Jose State,20101016,8
848,Duquesne,20101016,9
849,Howard,20101016,10
850,Tulane,20101016,11
851,New Mexico State,20101016,12
852,Northwestern LA,20101016,13
853,St Francis PA,20101016,14
854,Washington State,20101016,15
855,North Texas,20101016,16
856,Sacred Heart,20101016,17
857,Indiana State,20101016,18
858,New Mexico,20101016,19
859,Ball State,20101016,20
860,MS Valley State,20101016,21
861,Presbyterian,20101016,22
862,Rice,20101016,23
863,Miami (Ohio),20101016,24
864,Georgetown,20101016,25
865,Campbell,20101016,26
866,WKU,20101016,27
867,Eastern Michigan,20101016,28
868,Morehead State,20101016,29
869,Savannah State,20101016,30
870,Valparaiso,20101016,31
871,Georgia State,20101016,32
872,Lamar,20101016,33
873,Boise State,20101016,34
874,Texas,20101016,35
875,TCU,20101016,36
876,Alabama,20101016,37
877,Florida,20101016,38
878,Ohio State,20101016,39
879,Oklahoma,20101016,40
880,Virginia Tech,20101016,41
881,Nebraska,20101016,42
882,Oregon,20101016,43
883,Penn State,20101016,44
884,Georgia Tech,20101016,45
885,North Carolina,20101016,46
886,Arkansas,20101016,47
887,Iowa,20101016,48
888,BYU,20101016,49
889,Oregon State,20101016,50
890,Utah,20101016,51
891,Texas Tech,20101016,52
892,Cincinnati,20101016,53
893,Pittsburgh,20101016,54
894,Wisconsin,20101016,55
895,Miami (Florida),20101016,56
896,LSU,20101016,57
897,West Virginia,20101016,58
898,Stanford,20101016,59
899,Georgia,20101016,60
900,Connecticut,20101016,61
901,South Carolina,20101016,62
902,Auburn,20101016,63
903,Central Michigan,20101016,64
904,Clemson,20101016,65
905,Temple,20101016,66
906,California,20101016,67
907,Houston,20101016,68
908,Nevada,20101016,69
909,USC,20101016,70
910,South Florida,20101016,71
911,Rutgers,20101016,72
912,Arizona,20101016,73
913,Missouri,20101016,74
914,Mississippi,20101016,75
915,Oklahoma State,20101016,76
916,Fresno State,20101016,77
917,Air Force,20101016,78
918,Florida State,20101016,79
919,SMU,20101016,80
920,UCLA,20101016,81
921,Middle Tennessee,20101016,82
922,UCF,20101016,83
923,Boston College,20101016,84
924,Navy,20101016,85
925,Washington,20101016,86
926,Northwestern,20101016,87
927,Texas A&M,20101016,88
928,Mississippi State,20101016,89
929,Notre Dame,20101016,90
930,East Carolina,20101016,91
931,Michigan State,20101016,92
932,Troy,20101016,93
933,Tulsa,20101016,94
934,Wyoming,20101016,95
935,UAB,20101016,96
936,Michigan,20101016,97
937,Marshall,20101016,98
938,Southern Mississippi,20101016,99
939,Ohio,20101016,100
940,Wake Forest,20101016,101
941,Colorado,20101016,102
942,Iowa State,20101016,103
943,Kansas,20101016,104
944,Minnesota,20101016,105
945,Tennessee,20101016,106
946,Idaho,20101016,107
947,Northern Illinois,20101016,108
948,Duke,20101016,109
949,Utah State,20101016,110
950,Kentucky,20101016,111
951,Bowling Green,20101016,112
952,Kansas State,20101016,113
953,Louisiana Tech,20101016,114
954,North Carolina State,20101016,115
955,UNLV,20101016,116
956,Louisiana-Lafayette,20101016,117
957,Kent State,20101016,118
958,Baylor,20101016,119
959,Illinois,20101016,120
960,Syracuse,20101023,1
961,Purdue,20101023,2
962,Ball State,20101023,3
963,Buffalo,20101023,4
964,Toledo,20101023,5
965,Western Michigan,20101023,6
966,Rice,20101023,7
967,Arizona State,20101023,8
968,Indiana,20101023,9
969,Hawai'i,20101023,10
970,Louisville,20101023,11
971,Florida Atlantic,20101023,12
972,UTEP,20101023,13
973,San Diego State,20101023,14
974,Maryland,20101023,15
975,Army,20101023,16
976,Arkansas State,20101023,17
977,Miami (Ohio),20101023,18
978,Colorado State,20101023,19
979,North Texas,20101023,20
980,Vanderbilt,20101023,21
981,Virginia,20101023,22
982,Louisiana-Monroe,20101023,23
983,Florida International,20101023,24
984,Memphis,20101023,25
985,New Mexico State,20101023,26
986,Akron,20101023,27
987,New Mexico,20101023,28
988,Washington State,20101023,29
989,San Jose State,20101023,30
990,Tulane,20101023,31
991,WKU,20101023,32
992,Eastern Michigan,20101023,33
993,Alabama,20101023,34
994,Ohio State,20101023,35
995,Nebraska,20101023,36
996,Florida,20101023,37
997,Iowa,20101023,38
998,Oregon,20101023,39
999,TCU,20101023,40
1000,North Carolina,20101023,41
1001,Virginia Tech,20101023,42
1002,Connecticut,20101023,43
1003,Texas,20101023,44
1004,Oregon State,20101023,45
