,Team,Date,Rank
135,Eastern Washington,20130902,11
136,South Carolina,20130902,12
137,Florida,20130902,13
138,Indiana State,20130902,14
139,Youngstown State,20130902,15
140,Kansas State,20130902,16
141,Notre Dame,20130902,17
142,Montana State,20130902,18
143,Cal Poly SLO,20130902,19
144,Stanford,20130902,20
145,Oklahoma,20130902,21
146,Southern Illinois,20130902,22
147,Illinois State,20130902,23
148,Oklahoma State,20130902,24
149,Florida State,20130902,25
150,Wofford,20130902,26
151,Cent Arkansas,20130902,27
152,Clemson,20130902,28
153,Baylor,20130902,29
154,Towson,20130902,30
155,Chattanooga,20130902,31
156,Texas,20130902,32
157,Ohio State,20130902,33
158,Appalachian State,20130902,34
159,Northern Arizona,20130902,35
160,Oregon State,20130902,36
161,Wisconsin,20130902,37
162,Southern Utah,20130902,38
163,Old Dominion,20130902,39
164,Michigan,20130902,40
165,Vanderbilt,20130902,41
166,Missouri State,20130902,42
167,Montana,20130902,43
168,Mississippi,20130902,44
169,BYU,20130902,45
170,Villanova,20130902,46
171,Eastern Kentucky,20130902,47
172,USC,20130902,48
173,Nebraska,20130902,49
174,McNeese State,20130902,50
175,Samford,20130902,51
176,TCU,20130902,52
177,Arizona State,20130902,53
178,Stony Brook,20130902,54
179,Citadel,20130902,55
180,Northwestern,20130902,56
181,Michigan State,20130902,57
182,Richmond,20130902,58
183,North Dakota,20130902,59
184,Utah State,20130902,60
185,Missouri,20130902,61
186,CSouthern Sacramento,20130902,62
187,Eastern Illinois,20130902,63
188,Penn State,20130902,64
189,UCLA,20130902,65
190,TNorthern Martin,20130902,66
191,SF Austin,20130902,67
192,Arkansas,20130902,68
193,Mississippi State,20130902,69
194,New Hampshire,20130902,70
195,James Madison,20130902,71
196,Cincinnati,20130902,72
197,Boise State,20130902,73
198,UCentral Davis,20130902,74
199,Maine,20130902,75
200,Tennessee,20130902,76
201,Georgia Tech,20130902,77
202,Portland State,20130902,78
203,South Dakota,20130902,79
204,Arizona,20130902,80
205,Syracuse,20130902,81
206,Murray State,20130902,82
207,Jacksonville State,20130902,83
208,San Jose State,20130902,84
209,West Virginia,20130902,85
210,Furman,20130902,86
211,Weber State,20130902,87
212,Texas Tech,20130902,88
213,Washington,20130902,89
214,Albany NY,20130902,90
215,Northern Colorado,20130902,91
216,Louisville,20130902,92
217,Iowa State,20130902,93
218,Harvard,20130902,94
219,Delaware,20130902,95
220,Rutgers,20130902,96
221,Miami (Florida),20130902,97
222,Coastal Car,20130902,98
223,SEastern Louisiana,20130902,99
224,UCF,20130902,100
225,Pittsburgh,20130902,101
226,William & Mary,20130902,102
227,Elon,20130902,103
228,North Carolina,20130902,104
229,Tulsa,20130902,105
230,Colgate,20130902,106
231,Tennessee State,20130902,107
232,Louisiana Tech,20130902,108
233,Virginia Tech,20130902,109
234,Lehigh,20130902,110
235,Wagner,20130902,111
236,Northern Illinois,20130902,112
237,Utah,20130902,113
238,Western Illinois,20130902,114
239,Northwestern LA,20130902,115
240,Auburn,20130902,116
241,Arkansas State,20130902,117
242,Liberty,20130902,118
243,Tennessee Tech,20130902,119
244,Fresno State,20130902,120
245,SMU,20130902,121
246,Western Carolina,20130902,122
247,Brown,20130902,123
248,Kent State,20130902,124
249,North Carolina State,20130902,125
250,SE Missouri State,20130907,1
251,Princeton,20130907,2
252,California,20130907,3
253,Iowa,20130907,4
254,Penn,20130907,5
255,Bethune-Cookman,20130907,6
256,Louisiana-Lafayette,20130907,7
257,San Diego State,20130907,8
258,Dartmouth,20130907,9
259,Lamar,20130907,10
260,Purdue,20130907,11
261,Kentucky,20130907,12
262,Holy Cross,20130907,13
263,Fordham,20130907,14
264,Minnesota,20130907,15
265,Toledo,20130907,16
266,Duquesne,20130907,17
267,St Francis PA,20130907,18
268,South Florida,20130907,19
269,Duke,20130907,20
270,Monmouth NJ,20130907,21
271,Drake,20130907,22
272,Virginia,20130907,23
273,Ball State,20130907,24
274,San Diego,20130907,25
275,Lafayette,20130907,26
276,Indiana,20130907,27
277,Kansas,20130907,28
278,Nicholls State,20130907,29
279,Georgetown,20130907,30
280,Bowling Green,20130907,31
281,Connecticut,20130907,32
282,Jacksonville,20130907,33
283,Cornell,20130907,34
284,Louisiana-Monroe,20130907,35
285,Nevada,20130907,36
286,Abilene Chr,20130907,37
287,NCentral A&T,20130907,38
288,Rice,20130907,39
289,Washington State,20130907,40
290,Dayton,20130907,41
291,Austin Peay,20130907,42
292,Navy,20130907,43
293,WKU,20130907,44
294,Robert Morris,20130907,45
295,Bryant,20130907,46
296,Maryland,20130907,47
297,Temple,20130907,48
298,Idaho State,20130907,49
299,Bucknell,20130907,50
300,Houston,20130907,51
301,Wake Forest,20130907,52
302,Columbia,20130907,53
303,S Carolina State,20130907,54
304,Middle Tennessee,20130907,55
305,Ohio,20130907,56
306,Central Conn,20130907,57
307,Delaware State,20130907,58
308,Boston College,20130907,59
309,East Carolina,20130907,60
310,Yale,20130907,61
311,Sacred Heart,20130907,62
312,Troy,20130907,63
313,Marshall,20130907,64
314,Gardner Webb,20130907,65
315,NCentral Central,20130907,66
316,Illinois,20130907,67
317,Florida International,20130907,68
318,Charleston So,20130907,69
319,Butler,20130907,70
320,Western Michigan,20130907,71
321,Central Michigan,20130907,72
322,Florida A&M,20130907,73
323,Marist,20130907,74
324,North Texas,20130907,75
325,Wyoming,20130907,76
326,Morehead State,20130907,77
327,Rhode Island,20130907,78
328,Memphis,20130907,79
329,Air Force,20130907,80
330,Norfolk State,20130907,81
331,UTEP,20130907,82
332,Presbyterian,20130907,83
333,Miami (Ohio),20130907,84
334,Hampton,20130907,85
335,Alabama State,20130907,86
336,Buffalo,20130907,87
337,Colorado,20130907,88
338,Howard,20130907,89
339,VMI,20130907,90
340,Texas State,20130907,91
341,Florida Atlantic,20130907,92
342,Jackson State,20130907,93
343,Morgan State,20130907,94
344,Colorado State,20130907,95
345,Army,20130907,96
346,Ark Pine Bluff,20130907,97
347,Alabama A&M,20130907,98
348,UAB,20130907,99
349,New Mexico,20130907,100
350,Prairie View,20130907,101
351,Eastern Michigan,20130907,102
352,Incarnate Word,20130907,103
353,Southern Mississippi,20130907,104
354,Southern Univ,20130907,105
355,MS Valley State,20130907,106
356,Hawai'i,20130907,107
357,UT San Antonio,20130907,108
358,Davidson,20130907,109
359,Savannah State,20130907,110
360,Tulane,20130907,111
361,UNLV,20130907,112
362,Valparaiso,20130907,113
363,Grambling,20130907,114
364,Idaho,20130907,115
365,Akron,20130907,116
366,Alcorn State,20130907,117
367,South Alabama,20130907,118
368,Campbell,20130907,119
369,TX Southern,20130907,120
370,New Mexico State,20130907,121
371,Massachusetts,20130907,122
372,Charlotte,20130907,123
373,Georgia State,20130907,124
374,Stetson,20130914,1
375,Houston Bap,20130914,2
376,Mercer,20130914,3
377,Alabama,20130914,4
378,Ohio State,20130914,5
379,Oregon,20130914,6
380,Stanford,20130914,7
381,Georgia,20130914,8
382,South Carolina,20130914,9
383,Texas A&M,20130914,10
384,Clemson,20130914,11
385,Louisville,20130914,12
386,Florida,20130914,13
387,Florida State,20130914,14
388,LSU,20130914,15
389,Oklahoma State,20130914,16
390,Notre Dame,20130914,17
391,Texas,20130914,18
392,Oklahoma,20130914,19
393,Michigan,20130914,20
394,Nebraska,20130914,21
395,Boise State,20130914,22
396,TCU,20130914,23
397,UCLA,20130914,24
398,Northwestern,20130914,25
399,Wisconsin,20130914,26
400,USC,20130914,27
401,Oregon State,20130914,28
402,Oregon,20130914,29
403,Old Dominion,20130914,30
404,Appalachian State,20130914,31
405,Oklahoma State,20130914,32
406,Florida State,20130914,33
407,N Dakota State,20130914,34
408,Richmond,20130914,35
409,Ohio State,20130914,36
410,TCU,20130914,37
411,Montana,20130914,38
412,Harvard,20130914,39
413,Oklahoma,20130914,40
414,Texas A&M,20130914,41
415,Villanova,20130914,42
416,New Hampshire,20130914,43
417,Alabama,20130914,44
418,Florida,20130914,45
419,Ga Southern,20130914,46
420,James Madison,20130914,47
421,Boise State,20130914,48
422,Clemson,20130914,49
423,Lehigh,20130914,50
424,Albany NY,20130914,51
425,Texas Tech,20130914,52
426,Georgia,20130914,53
427,Colgate,20130914,54
428,Cent Arkansas,20130914,55
429,Texas,20130914,56
430,LSU,20130914,57
431,Sam Houston State,20130914,58
432,Delaware,20130914,59
433,Wisconsin,20130914,60
434,Kansas State,20130914,61
435,Dayton,20130914,62
436,Northern Iowa,20130914,63
437,West Virginia,20130914,64
438,Nebraska,20130914,65
439,Montana State,20130914,66
440,Illinois State,20130914,67
441,USC,20130914,68
442,Arizona,20130914,69
443,Eastern Washington,20130914,70
444,S Dakota State,20130914,71
445,Nevada,20130914,72
446,South Carolina,20130914,73
447,Wofford,20130914,74
448,Youngstown State,20130914,75
449,Oregon State,20130914,76
450,North Carolina,20130914,77
451,Bethune-Cookman,20130914,78
452,Penn,20130914,79
453,Baylor,20130914,80
454,Tulsa,20130914,81
455,Duquesne,20130914,82
456,Stony Brook,20130914,83
457,Stanford,20130914,84
458,Cincinnati,20130914,85
459,William & Mary,20130914,86
460,Cal Poly SLO,20130914,87
461,Arizona State,20130914,88
462,Penn State,20130914,89
463,Southern Illinois,20130914,90
464,Liberty,20130914,91
465,Notre Dame,20130914,92
466,Louisville,20130914,93
467,Tennessee State,20130914,94
468,Jacksonville,20130914,95
469,Missouri,20130914,96
470,Utah,20130914,97
471,Maine,20130914,98
472,Monmouth NJ,20130914,99
473,Virginia Tech,20130914,100
474,Mississippi State,20130914,101
475,Jacksonville State,20130914,102
476,San Diego,20130914,103
477,Miami (Florida),20130914,104
478,Northern Illinois,20130914,105
479,Alabama State,20130914,106
480,Drake,20130914,107
481,Michigan,20130914,108
482,Fresno State,20130914,109
483,Wagner,20130914,110
484,Furman,20130914,111
485,BYU,20130914,112
486,Tennessee,20130914,113
487,McNeese State,20130914,114
488,SF Austin,20130914,115
489,Georgia Tech,20130914,116
490,UCF,20130914,117
491,Coastal Car,20130914,118
492,Robert Morris,20130914,119
493,Arkansas,20130914,120
494,Northwestern,20130914,121
495,Towson,20130914,122
496,Central Conn,20130914,123
497,Auburn,20130914,124
498,North Carolina State,20130914,125
499,Brown,20130921,1
500,Jackson State,20130921,2
501,Louisiana Tech,20130921,3
502,Pittsburgh,20130921,4
503,Lafayette,20130921,5
504,Fordham,20130921,6
505,UCLA,20130921,7
506,Vanderbilt,20130921,8
507,Elon,20130921,9
508,Bryant,20130921,10
509,Michigan State,20130921,11
510,Mississippi,20130921,12
511,Eastern Kentucky,20130921,13
512,Ark Pine Bluff,20130921,14
513,Iowa,20130921,15
514,Maryland,20130921,16
515,Murray State,20130921,17
516,Northern Arizona,20130921,18
517,San Diego State,20130921,19
518,South Florida,20130921,20
519,Sacred Heart,20130921,21
520,Hampton,20130921,22
521,Syracuse,20130921,23
522,California,20130921,24
523,Alabama A&M,20130921,25
524,Holy Cross,20130921,26
525,Iowa State,20130921,27
526,Troy,20130921,28
527,Eastern Illinois,20130921,29
528,Chattanooga,20130921,30
529,Ohio,20130921,31
530,Navy,20130921,32
531,Prairie View,20130921,33
532,Samford,20130921,34
533,Boston College,20130921,35
534,Rutgers,20130921,36
535,Morehead State,20130921,37
536,Florida A&M,20130921,38
537,Arkansas State,20130921,39
538,Minnesota,20130921,40
539,Princeton,20130921,41
540,Marist,20130921,42
541,Air Force,20130921,43
542,Connecticut,20130921,44
543,Delaware State,20130921,45
544,TNorthern Martin,20130921,46
545,SMU,20130921,47
546,Houston,20130921,48
547,Citadel,20130921,49
548,Southern Univ,20130921,50
549,Purdue,20130921,51
550,Utah State,20130921,52
551,Yale,20130921,53
552,Missouri State,20130921,54
553,Virginia,20130921,55
554,Marshall,20130921,56
555,S Carolina State,20130921,57
556,CSouthern Sacramento,20130921,58
557,Temple,20130921,59
558,Washington,20130921,60
559,St Francis PA,20130921,61
560,UCentral Davis,20130921,62
561,Kansas,20130921,63
562,Kentucky,20130921,64
563,Butler,20130921,65
564,Weber State,20130921,66
565,San Jose State,20130921,67
566,East Carolina,20130921,68
567,Dartmouth,20130921,69
568,Norfolk State,20130921,70
569,Duke,20130921,71
570,Louisiana-Lafayette,20130921,72
571,SE Missouri State,20130921,73
572,Southern Utah,20130921,74
573,Western Michigan,20130921,75
574,Hawai'i,20130921,76
575,North Dakota,20130921,77
576,Cornell,20130921,78
577,Toledo,20130921,79
578,Ball State,20130921,80
579,Grambling,20130921,81
580,Indiana,20130921,82
581,Portland State,20130921,83
582,South Dakota,20130921,84
583,Kent State,20130921,85
584,Central Michigan,20130921,86
585,Tennessee Tech,20130921,87
586,Columbia,20130921,88
587,Middle Tennessee,20130921,89
588,Wake Forest,20130921,90
589,NCentral A&T,20130921,91
590,Indiana State,20130921,92
591,Illinois,20130921,93
592,UAB,20130921,94
593,Northwestern LA,20130921,95
594,Howard,20130921,96
595,Southern Mississippi,20130921,97
596,Louisiana-Monroe,20130921,98
597,Western Illinois,20130921,99
598,Georgetown,20130921,100
599,Bowling Green,20130921,101
600,Wyoming,20130921,102
601,Bucknell,20130921,103
602,Northern Colorado,20130921,104
603,UTEP,20130921,105
604,Rice,20130921,106
605,Gardner Webb,20130921,107
606,Morgan State,20130921,108
607,Texas State,20130921,109
608,WKU,20130921,110
609,NCentral Central,20130921,111
610,Western Carolina,20130921,112
611,Colorado State,20130921,113
612,Colorado,20130921,114
613,SEastern Louisiana,20130921,115
614,Charleston So,20130921,116
615,Florida International,20130921,117
616,Miami (Ohio),20130921,118
617,Davidson,20130921,119
618,New Mexico,20130921,120
619,MS Valley State,20130921,121
620,Lamar,20130921,122
621,Florida Atlantic,20130921,123
622,Army,20130921,124
623,Alcorn State,20130921,125
624,Nicholls State,20130928,1
625,Buffalo,20130928,2
626,Akron,20130928,3
627,Rhode Island,20130928,4
628,Abilene Chr,20130928,5
629,UT San Antonio,20130928,6
630,Memphis,20130928,7
631,Houston Bap,20130928,8
632,Washington State,20130928,9
633,Incarnate Word,20130928,10
634,North Texas,20130928,11
635,Mercer,20130928,12
636,Charlotte,20130928,13
637,Massachusetts,20130928,14
638,UNLV,20130928,15
639,Stetson,20130928,16
640,TX Southern,20130928,17
641,Idaho,20130928,18
642,Georgia State,20130928,19
643,Austin Peay,20130928,20
644,Tulane,20130928,21
645,VMI,20130928,22
646,Presbyterian,20130928,23
647,New Mexico State,20130928,24
648,South Alabama,20130928,25
649,Campbell,20130928,26
650,Eastern Michigan,20130928,27
651,Idaho State,20130928,28
652,Valparaiso,20130928,29
653,Savannah State,20130928,30
654,Alabama,20130928,31
655,Oregon,20130928,32
656,LSU,20130928,33
657,Texas A&M,20130928,34
658,Stanford,20130928,35
659,Georgia,20130928,36
660,Oklahoma State,20130928,37
661,Oklahoma,20130928,38
662,Florida State,20130928,39
663,South Carolina,20130928,40
664,Notre Dame,20130928,41
665,Kansas State,20130928,42
666,Wisconsin,20130928,43
667,Florida,20130928,44
668,Boise State,20130928,45
669,BYU,20130928,46
670,Ohio State,20130928,47
671,Michigan,20130928,48
672,Michigan State,20130928,49
673,Clemson,20130928,50
674,TCU,20130928,51
675,Texas,20130928,52
676,Nebraska,20130928,53
677,Utah State,20130928,54
678,Arizona State,20130928,55
679,Cincinnati,20130928,56
680,USC,20130928,57
681,Virginia Tech,20130928,58
682,Northern Illinois,20130928,59
683,Penn State,20130928,60
684,UCF,20130928,61
685,West Virginia,20130928,62
686,Tulsa,20130928,63
687,North Carolina,20130928,64
688,Northwestern,20130928,65
689,Louisville,20130928,66
690,Arkansas State,20130928,67
691,Georgia Tech,20130928,68
692,Baylor,20130928,69
693,Rutgers,20130928,70
694,Vanderbilt,20130928,71
695,Mississippi State,20130928,72
696,Texas Tech,20130928,73
697,Oregon State,20130928,74
698,Syracuse,20130928,75
699,Pittsburgh,20130928,76
700,North Carolina State,20130928,77
701,San Diego State,20130928,78
702,Louisiana Tech,20130928,79
703,San Jose State,20130928,80
704,Toledo,20130928,81
705,Missouri,20130928,82
706,Nevada,20130928,83
707,Fresno State,20130928,84
708,Washington,20130928,85
709,Arkansas,20130928,86
710,Houston,20130928,87
711,Utah,20130928,88
712,Arizona,20130928,89
713,Louisiana-Monroe,20130928,90
714,Miami (Florida),20130928,91
715,Tennessee,20130928,92
716,UCLA,20130928,93
717,Ohio,20130928,94
718,Kent State,20130928,95
719,SMU,20130928,96
720,Mississippi,20130928,97
721,Louisiana-Lafayette,20130928,98
722,WKU,20130928,99
723,Iowa,20130928,100
724,Iowa State,20130928,101
725,Western Michigan,20130928,102
726,East Carolina,20130928,103
727,Bowling Green,20130928,104
728,Navy,20130928,105
729,Virginia,20130928,106
730,Connecticut,20130928,107
731,Purdue,20130928,108
732,South Florida,20130928,109
733,Air Force,20130928,110
734,Temple,20130928,111
735,Marshall,20130928,112
736,Rice,20130928,113
737,Ball State,20130928,114
738,California,20130928,115
739,Illinois,20130928,116
740,Troy,20130928,117
741,Wyoming,20130928,118
742,Florida International,20130928,119
743,Wake Forest,20130928,120
744,Duke,20130928,121
745,Minnesota,20130928,122
746,Central Michigan,20130928,123
747,Buffalo,20130928,124
748,Miami (Ohio),20130928,125
749,Southern Mississippi,20131005,1
750,UT San Antonio,20131005,2
751,North Texas,20131005,3
752,Middle Tennessee,20131005,4
753,Army,20131005,5
754,Auburn,20131005,6
755,Hawai'i,20131005,7
756,Maryland,20131005,8
757,UTEP,20131005,9
758,Indiana,20131005,10
759,Washington State,20131005,11
760,Memphis,20131005,12
761,Boston College,20131005,13
762,Colorado State,20131005,14
763,Eastern Michigan,20131005,15
764,Kentucky,20131005,16
765,UAB,20131005,17
766,Texas State,20131005,18
767,Florida Atlantic,20131005,19
768,New Mexico State,20131005,20
769,South Alabama,20131005,21
770,Akron,20131005,22
771,UNLV,20131005,23
772,Tulane,20131005,24
773,New Mexico,20131005,25
774,Massachusetts,20131005,26
775,Kansas,20131005,27
776,Idaho,20131005,28
777,Georgia State,20131005,29
778,Colorado,20131005,30
779,Alabama,20131005,31
780,Oregon,20131005,32
781,Notre Dame,20131005,33
782,Ohio State,20131005,34
783,Stanford,20131005,35
784,Kansas State,20131005,36
785,Georgia,20131005,37
786,South Carolina,20131005,38
787,Texas A&M,20131005,39
788,Oklahoma,20131005,40
789,Louisville,20131005,41
790,Florida,20131005,42
791,Clemson,20131005,43
792,LSU,20131005,44
793,Florida State,20131005,45
794,Northern Illinois,20131005,46
795,Utah State,20131005,47
796,San Jose State,20131005,48
797,Boise State,20131005,49
798,Texas,20131005,50
799,Oregon State,20131005,51
800,Baylor,20131005,52
801,Northwestern,20131005,53
802,Penn State,20131005,54
803,Cincinnati,20131005,55
804,Oklahoma State,20131005,56
805,Arkansas State,20131005,57
806,Tulsa,20131005,58
807,Kent State,20131005,59
808,Nebraska,20131005,60
809,Texas Tech,20131005,61
810,Michigan,20131005,62
811,Louisiana Tech,20131005,63
812,Michigan State,20131005,64
813,UCLA,20131005,65
814,Arizona State,20131005,66
815,TCU,20131005,67
816,Arizona,20131005,68
817,BYU,20131005,69
818,UCF,20131005,70
819,Iowa State,20131005,71
820,Syracuse,20131005,72
821,Mississippi State,20131005,73
822,West Virginia,20131005,74
823,Georgia Tech,20131005,75
824,USC,20131005,76
825,Wisconsin,20131005,77
826,Toledo,20131005,78
827,Washington,20131005,79
828,Vanderbilt,20131005,80
829,Virginia Tech,20131005,81
830,Ball State,20131005,82
831,Rutgers,20131005,83
832,North Carolina,20131005,84
833,San Diego State,20131005,85
834,Louisiana-Lafayette,20131005,86
835,Mississippi,20131005,87
836,Miami (Florida),20131005,88
837,Utah,20131005,89
838,Ohio,20131005,90
839,Tennessee,20131005,91
840,North Carolina State,20131005,92
841,Wake Forest,20131005,93
842,Fresno State,20131005,94
843,Virginia,20131005,95
844,Louisiana-Monroe,20131005,96
845,Middle Tennessee,20131005,97
846,Duke,20131005,98
847,Arkansas,20131005,99
848,Auburn,20131005,100
849,Rice,20131005,101
850,SMU,20131005,102
851,Missouri,20131005,103
852,East Carolina,20131005,104
853,Minnesota,20131005,105
854,Purdue,20131005,106
855,Bowling Green,20131005,107
856,Navy,20131005,108
857,Iowa,20131005,109
858,California,20131005,110
859,Nevada,20131005,111
860,Pittsburgh,20131005,112
861,Kentucky,20131005,113
862,Marshall,20131005,114
863,Houston,20131005,115
864,Connecticut,20131005,116
865,Maryland,20131005,117
866,Temple,20131005,118
867,Air Force,20131005,119
868,Central Michigan,20131005,120
869,WKU,20131005,121
870,South Florida,20131005,122
871,Memphis,20131005,123
872,Indiana,20131005,124
873,Wyoming,20131005,125
874,Washington State,20131012,1
875,Miami (Ohio),20131012,2
876,Illinois,20131012,3
877,Kansas,20131012,4
878,North Texas,20131012,5
879,Troy,20131012,6
880,UTEP,20131012,7
881,Buffalo,20131012,8
882,Tulane,20131012,9
883,UAB,20131012,10
884,Boston College,20131012,11
885,Florida International,20131012,12
886,UT San Antonio,20131012,13
887,Texas State,20131012,14
888,Colorado State,20131012,15
889,New Mexico,20131012,16
890,Southern Mississippi,20131012,17
891,Eastern Michigan,20131012,18
892,Western Michigan,20131012,19
893,Hawai'i,20131012,20
894,Army,20131012,21
895,Colorado,20131012,22
896,South Alabama,20131012,23
897,Florida Atlantic,20131012,24
898,Idaho,20131012,25
899,UNLV,20131012,26
900,New Mexico State,20131012,27
901,Massachusetts,20131012,28
902,Akron,20131012,29
903,Georgia State,20131012,30
904,Stanford,20131012,31
905,Notre Dame,20131012,32
906,Texas,20131012,33
907,Oklahoma,20131012,34
908,Georgia,20131012,35
909,Oregon,20131012,36
910,LSU,20131012,37
911,Oklahoma State,20131012,38
912,Alabama,20131012,39
913,Ohio State,20131012,40
914,Northwestern,20131012,41
915,San Diego State,20131012,42
916,Clemson,20131012,43
917,Oregon State,20131012,44
918,Texas A&M,20131012,45
919,South Carolina,20131012,46
920,Florida,20131012,47
921,Louisville,20131012,48
922,Georgia Tech,20131012,49
923,Washington,20131012,50
924,BYU,20131012,51
925,Vanderbilt,20131012,52
926,Arizona State,20131012,53
927,TCU,20131012,54
928,Utah State,20131012,55
929,Texas Tech,20131012,56
930,Mississippi,20131012,57
931,Michigan State,20131012,58
932,Miami (Florida),20131012,59
933,Kent State,20131012,60
934,Bowling Green,20131012,61
935,Arizona,20131012,62
936,Kansas State,20131012,63
937,Virginia Tech,20131012,64
938,Tulsa,20131012,65
939,Florida State,20131012,66
940,San Jose State,20131012,67
941,Baylor,20131012,68
942,Louisiana-Monroe,20131012,69
943,UCLA,20131012,70
944,Wisconsin,20131012,71
945,USC,20131012,72
946,Fresno State,20131012,73
947,Michigan,20131012,74
948,Louisiana-Lafayette,20131012,75
949,Penn State,20131012,76
950,Mississippi State,20131012,77
951,North Carolina,20131012,78
952,Nebraska,20131012,79
953,Toledo,20131012,80
954,Boise State,20131012,81
955,Rutgers,20131012,82
956,Cincinnati,20131012,83
957,East Carolina,20131012,84
958,UCF,20131012,85
959,Ohio,20131012,86
960,Northern Illinois,20131012,87
961,Pittsburgh,20131012,88
962,Minnesota,20131012,89
963,Missouri,20131012,90
964,Central Michigan,20131012,91
965,Purdue,20131012,92
966,Rice,20131012,93
967,Ball State,20131012,94
968,Syracuse,20131012,95
969,Middle Tennessee,20131012,96
970,Nevada,20131012,97
971,West Virginia,20131012,98
972,SMU,20131012,99
973,Arkansas State,20131012,100
974,Duke,20131012,101
975,Marshall,20131012,102
976,Indiana,20131012,103
977,Tennessee,20131012,104
978,North Texas,20131012,105
979,Navy,20131012,106
980,UT San Antonio,20131012,107
981,Buffalo,20131012,108
982,Houston,20131012,109
983,Connecticut,20131012,110
984,Colorado State,20131012,111
985,Wake Forest,20131012,112
986,Iowa,20131012,113
987,Utah,20131012,114
988,North Carolina State,20131012,115
989,Iowa State,20131012,116
990,Virginia,20131012,117
991,Auburn,20131012,118
992,Memphis,20131012,119
993,WKU,20131012,120
994,Arkansas,20131012,121
995,Temple,20131012,122
996,UAB,20131012,123
997,Washington State,20131012,124
998,Wyoming,20131012,125
999,Miami (Ohio),20131019,1
1000,Tulane,20131019,2
1001,UNLV,20131019,3
1002,Florida Atlantic,20131019,4
